"Molecule","Potency","pIC50","Outcome","is_active"
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])S(=O)(=O)C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",27.6584027011477,4.558172904418609,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C2N=C(N([H])C2=C1[H])C(F)(F)F)C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",77.5608938838158,4.110357194351305,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",22.1784063885424,4.654069662944602,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C2N(C([H])=C([H])C2=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",23.7763064981952,4.623855609432939,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C2N=C([H])SC2=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",60.4763825168941,4.21841419468836,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",50.1942931711597,4.2993456570614,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",89.2137756521297,4.049568080289997,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C2N(C(=O)C([H])([H])C([H])([H])C2=C1[H])C([H])([H])C([H])(F)F)C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",24.4656931654475,4.611442475237608,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])N(C([H])=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",27.312900042631,4.5636321846773615,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C2SC([H])=NC2=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",83.960185803809,4.07592660899531,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C(N=C1[H])C(F)(F)F)C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",36.4204777334505,4.438654361790944,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])N=C(N=C1[H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",69.1091170425532,4.160464655663596,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])OC([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])[H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",15.4629986497337,4.8107062820379465,"Inactive",0
"[H]OC1(C(=O)N([H])C2=C([H])N=C([H])C3=C([H])C([H])=C([H])C([H])=C23)C2=C([H])C(Cl)=C([H])C([H])=C2N(C(=O)C1([H])[H])C([H])([H])[H]",20.7301185120813,4.683398215079519,"Inactive",0
"[H]N(C(=O)C(N([H])C(=O)C1=NN(C(C#N)=C1[H])C([H])([H])[H])(C1=C([H])C([H])=C(Cl)C(Cl)=C1[H])C([H])([H])[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",10.3447053694596,4.985281874088634,"Inactive",0
"[H]N([H])C(=O)C1=C([H])C([H])=C(OC([H])([H])C(=O)N([H])C(C(=O)N([H])C2=C([H])N=C([H])C3=C([H])C([H])=C([H])C([H])=C23)(C2=C([H])C([H])=C(Cl)C(Cl)=C2[H])C([H])([H])[H])C([H])=C1[H]",12.2665191077669,4.911278660317995,"Inactive",0
"[H]OC([H])([H])C([H])(C(=O)N([H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12)C1=C([H])C([H])=C(Cl)C(Cl)=C1[H]",19.3084171320908,4.7142533274103995,"Inactive",0
"[H]N(C(=O)C1([H])C2=C([H])C(Cl)=C([H])C([H])=C2OC([H])([H])C1([H])[H])C1=C([H])N=C([H])C2=C1N(C([H])=N2)C([H])([H])[H]",13.0449641871548,4.884557108847577,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",13.9998917346762,4.853875322837085,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",23.6888055533983,4.6254568368984215,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",58.3563005554756,4.233912247609085,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",72.5426043048705,4.13940685715189,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C(OC([H])([H])[H])=C([H])C([H])=C1[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",30.4520094539693,4.516384044049944,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C(Cl)=C1F)C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",23.5559554363504,4.627899275958983,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1F)C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",13.1917655694162,4.879697075132911,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",24.8160468242601,4.605267400079366,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C(Cl)C([H])=N1)C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",12.2352188632882,4.912388257593906,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=NC([H])=C1Cl)C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",52.5959657269536,4.279047566297118,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1F)C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",24.7445180162835,4.606521001133773,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1C([H])([H])[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",29.5343989779257,4.52967186256568,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1OC([H])([H])[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",34.9853947485592,4.456113221475899,"Inactive",0
"[H]OC1(C(=O)N([H])C2=C([H])N=C([H])C3=C([H])C([H])=C([H])C([H])=C23)C2=C([H])C(Cl)=C([H])C([H])=C2N([H])C(=O)C1([H])[H]",20.7559002851557,4.6828584243960085,"Inactive",0
"[H]OC1(C2=C([H])C(=NO2)C(=O)N(C2=C([H])C([H])=C(C([H])=C2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C(F)=C2[H])C2=C([H])C([H])=C([H])N=C2[H])C([H])([H])OC1([H])[H]",26.1619737288461,4.582329494781567,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N(N=N1)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",10.4905361420152,4.979202315660719,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N(N=N1)C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",44.0091689160607,4.356456832722599,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])C(=NN1C([H])([H])[H])C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",92.0648573310229,4.035906115511888,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N(N=N1)C1([H])C(=O)C([H])([H])OC1([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",19.5123421676394,4.709690596857162,"Inactive",0
"[H]OC([H])([H])C1=C([H])C(=NN1[H])C(=O)N(C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C(=O)N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H])C1=C([H])C([H])=C([H])N=C1[H]",18.7712162773202,4.726507586440176,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])S1)C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",24.1983985657837,4.616213374393801,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=NN(N=C1[H])C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",17.6000934008283,4.7544850274496735,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)c1c([H])n([H])c(=O)n1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",15.9177746369786,4.798117648309078,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=NN(C([H])=N1)C([H])([H])[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",74.1510131536458,4.1298829106634924,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)c1c([H])c(=O)n([H])n1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",39.7009452090415,4.401199153332998,"Inactive",0
"[H]N(C(=O)C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H])C1=C([H])N=C([H])C([H])=C1C([H])([H])[H]",49.1501397208653,4.308475243245588,"Inactive",0
"[H]N(C(=O)C([H])([H])C1=C([H])C(Cl)=C([H])C(=C1[H])C1=NN=NN1[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",21.3950102628657,4.669687500855446,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])N1[H])C1([H])C([H])([H])N(C2=C([H])C([H])=C([H])C([H])=C2F)C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])N1[H])C1([H])C([H])([H])N(C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])N1[H])C1=C([H])C([H])=C(OC2([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",25.8154409880476,4.58812045178895,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])N1[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])N1[H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N=C([H])N1[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])C([H])([H])C2([H])[H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C1([H])C2=C([H])C(Cl)=C([H])C([H])=C2OC([H])([H])C1([H])[H])C1=C([H])[N+]([O-])=C([H])C2=C([H])C([H])=C([H])C([H])=C12",25.6758159959137,4.590475745320119,"Inactive",0
"[H]C1=C([H])C([H])=C2C(C([H])=NC([H])=C2N2C(=O)C([H])(C3=C([H])C([H])=C(Cl)C([H])=C3[H])C([H])([H])C([H])([H])C2([H])[H])=C1[H]",78.2094424667852,4.106740810064721,"Inactive",0
"[H]N1C(=O)C([H])([H])C([H])(C(=O)N2C([H])([H])C([H])([H])N(C3=C([H])C([H])=C([H])C(Cl)=C3[H])C([H])([H])C2([H])[H])C2=C([H])C([H])=C([H])C([H])=C12",20.9058364465061,4.679732451560838,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C([H])([H])C1=C([H])C([H])=C([H])N=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(OC([H])(F)F)C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",22.1334497786516,4.654950890498054,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",93.7197064670285,4.028169080296473,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])S(=O)(=O)C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",41.1150967010396,4.385998683960614,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])OC([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",62.8710673345657,4.201549166760078,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1OC([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(OC([H])([H])C([H])([H])[H])N=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(C(OC([H])([H])[H])=C1[H])S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1([H])C([H])([H])C([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1([H])C([H])([H])C([H])([H])C2(OC([H])([H])C2([H])[H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N=C([H])SC2=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2C(=C1[H])C([H])([H])OC([H])([H])C2([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N(N=C([H])C2=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N(C([H])=NC2=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N(C([H])=C([H])C2=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N=C(OC2=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])N=C(N=C1[H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2C(=C1[H])C([H])([H])C([H])([H])C([H])([H])S2(=O)=O)C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N(C(=O)C([H])([H])C([H])([H])C2=C1[H])C([H])([H])C([H])(F)F)C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",47.7649783613839,4.32089041466341,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C2N(C(=O)C([H])([H])C([H])([H])C2=C1[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C([H])C(=C1[H])C1([H])C([H])([H])OC1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])C1([H])C([H])([H])OC1([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",22.6971238146488,4.644029173228352,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N1N=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",35.4776839816408,4.4500447390890026,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N([H])C([H])=N1)C1=C([H])C([H])=C([H])C(OC2=NN=C([H])C([H])=C2[H])=C1[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",99,4.00436480540245,"Inactive",0
"[H]C1=C([H])C(Cl)=C([H])C(=C1[H])N1C([H])([H])C([H])([H])N(C(=O)c2c([H])c(=O)n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])C1([H])C([H])([H])[H]",14.7443805057112,4.83137346988079,"Inactive",0
"[H]N(C(=O)N1C2=C([H])C(Cl)=C([H])C([H])=C2OC([H])([H])C1([H])[H])C1=C([H])N=C([H])C2=C([H])C([H])=C([H])C([H])=C12",11.3881755887077,4.943545845299322,"Inactive",0
"[H]C1=C([H])C(Cl)=C([H])C(=C1[H])N1C(=O)C([H])([H])N(C(=O)c2c([H])c(=O)n([H])c3c([H])c([H])c([H])c([H])c23)C([H])([H])C1([H])[H]",15.821231423339,4.800759716821417,"Inactive",0
"[H]C([H])=C([H])C(=O)N(C1=C([H])C([H])=C(I)C([H])=C1[H])C([H])(C(=O)N([H])C1=C([H])C([H])=C(Cl)C([H])=C1[H])C1=C([H])N=C([H])N=C1[H]",26.2744066398215,4.580467082948094,"Inactive",0
"[H]N([H])C1=NN(C(=O)C2([H])C3=C([H])C(Cl)=C([H])C([H])=C3OC([H])([H])C2([H])[H])C2=C1C([H])=NC([H])=C2[H]",87.1704808920427,4.0596305581420795,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])C([H])=C([H])O1)C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])N=C2C([H])=C([H])C([H])=C([H])N12)C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",37.4742492333521,4.426267059135546,"Inactive",0
"[H]N(C(=O)C([H])(N(C(=O)C1=C([H])N2C([H])=C([H])C([H])=C([H])C2=N1)C1=C([H])C([H])=C(C([H])=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C([H])N=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(F)=C1[H]",18.2038870169188,4.739835868621642,"Inactive",0
